Lead ID,Job Title,Language,Valid JT,Job Role,Marketing Audience,Function,Seniority,Confidence Score
57,一般社員,ja,Yes,Sales Employee,Sales User,Sales,Entry,0.85
60,マネジャー,ja,Yes,No suitable match found,,,,0.0
58,なし,ja,Yes,Research Development Researcher,Research DM,Research,Senior,0.85
59,事業部長・拠点長クラス,ja,Yes,Director of Business Operations,Operations DM,Operations,Director,0.85
56,担当部長,ja,Yes,No suitable match found,,,,0.0
64,一般社員,ja,Yes,Information Technology Engineer,Engineering User,Engineering,Entry,0.85
63,執行役員 技術部長,ja,Yes,Director of Engineering,Engineering DM,Engineering,Director,0.85
65,ソフトウェアエンジニア,ja,Yes,Software Engineer,Engineering User,Engineering,Entry,1.0
61,主任／係長クラス,ja,Yes,Chief of Department,Community and Social Services CXO,Community and Social Services,CXO,0.8
62,一般社員,ja,Yes,Project Manager,Program and Project Management DM,Program and Project Management,Manager,1.0
66,システムインテグレータ,ja,Yes,System Analyst,Information Technology User,Information Technology,Entry,0.65
69,課長_Manager,ja,Yes,Staff Manager,Program and Project Management DM,Program and Project Management,Manager,0.85
67,課長クラス,ja,Yes,No suitable match found,,,,0.0
70,なし,ja,Yes,Director of Web Development,Media and Communication DM,Media and Communication,Director,0.75
68,ビジネス報道ユニット部次長,ja,Yes,Director Editorial Services,Media and Communication DM,Media and Communication,Director,0.85
75,課長補,ja,Yes,Operations Manager,Operations DM,Operations,Manager,0.7
71,課長,ja,Yes,Director Infrastructure Services,Information Technology DM,Information Technology,Director,0.75
74,課長,ja,Yes,Account Manager,Sales DM,Sales,Manager,1.0
73,常務執行役員,ja,Yes,Managing Director,Business Development CXO,Business Development,CXO,0.85
72,一般職,ja,Yes,Cloud Architect,Architect DM,Architect,Senior,0.85
79,統括部長,ja,Yes,Managing Director,Business Development CXO,Business Development,CXO,0.85
78,調達,ja,Yes,Procurement Manager,Purchasing DM,Purchasing,Manager,0.85
80,ディレクター,ja,Yes,Marketing Director,Marketing DM,Marketing,Director,0.85
77,部品リマン推進本部,ja,Yes,Operations Manager,Operations DM,Operations,Manager,0.85
76,保守設計,ja,Yes,Director of User Experience,Information Technology DM,Information Technology,Director,0.85
84,567890,en,No,,,,,
85,????????????,en,No,,,,,
83,AWSDVG,en,No,,,,,
82,##%#tgr,en,No,,,,,
81,earwgtrqweg,en,No,,,,,
86,&%#&^^,en,No,,,,,
87,3456789,en,No,,,,,
88,$%*)$@,en,No,,,,,
89,??????,en,No,,,,,
90,<>><$#%RGF,en,No,,,,,
94,🎶🎶👌🤷‍♀️,en,No,,,,,
91,😊😂😂🤣🤣🤣🤣🤣,en,No,,,,,
92,�💕🎶😉😉,en,No,,,,,
93,34567,en,No,,,,,
95,�😒,en,No,,,,,
97,🎶💕🤦‍♀️😖,en,No,,,,,
98,👌,en,No,,,,,
96,😂🤷‍♀️👌😍😘,en,No,,,,,
99,''''''''''',en,No,,,,,
100,%^&*H,fr,No,,,,,
