Lead ID	Job Title	Language	Valid JT	Job Role	Marketing Audience	Function	Seniority	Confidence Score
2052	??	zh-Hans	Yes	Small Business Owner				1
2053	??	ja	Yes	Administrative Employee	Operations User	Operations	Entry	1
2054	?????	ja	Yes	Retail Salesperson				1
2055	??????? TCR	ja	Yes	Retail Salesperson				1
2056	??	ja	Yes	Information Technology Manager				1
2057	??	ja	No					
2058	???	ja	Yes	Administrative Employee	Operations User	Operations	Entry	1
2059	??	ja	Yes	Architect				1
2060	???	ja	Yes	Architect	Architect User	Architect	Entry	1
2061	?????	ja	Yes	Architect	Architect User	Architect	Entry	1
2062	????	ja	Yes	Architect	Architect User	Architect	Entry	1
2063	??	zh-Hant	Yes	Construction Engineer	Engineering User	Engineering	Entry	1
2064	?????????	ja	Yes	Construction Engineer	Engineering User	Engineering	Entry	1
2065	???	ja	Yes	Construction Engineer	Engineering User	Engineering	Entry	1
2066	???? ???? ?? ???	ja	Yes	Sales Employee				0.9
2067	???	ja	Yes	Legal Practitioner	Legal DM	Legal	Senior	1
2068	??? AUTHENSE?????	en	Yes	Legal Practitioner	Legal DM	Legal	Senior	1
2069	??? TCR	ja	Yes	Legal Practitioner				1
2070	???	ja	Yes	Lawyer	Legal DM	Legal	Senior	1
2071	????? CTO	ja	Yes	Chief Technology Officer	Information Technology CXO	Information Technology	CXO	1
2072	??	ja	Yes	Director of Business Development				1
2073	?? TCR	ja	No					
2074	?? ?????????	ja	Yes	Director of Business Development				1
2075	??/VP	ja	Yes	Vice President Administration				1
2076	??‘	ja	Yes	Director of Business Development				1
2077	?????	ja	Yes	Director of Business Development				1
2078	???	ja	Yes	Executive				1
2079	???? TCR	ja	No					
2080	???? TCR	ja	No					
2081	???	ja	Yes	Information Technology Generalist				1
2082	???	ja	Yes	Information Technology Generalist				1
2083	??? ????	ja	Yes	Information Technology Generalist				1
2084	???/?????	ja	Yes	Quality Assurance Engineer				0.98
2085	?????	ja	Yes	Information Technology Generalist				1
2086	??????TCR	ja	Yes	Information Technology Generalist				1
2087	??	ja	Yes	Information Technology Generalist				1
2088	???????	ja	Yes	Information Technology Generalist				1
2089	?????	ja	Yes	Information Technology Generalist				1
2090	????????????  ICT????	ja	Yes	Information Technology Generalist				1
2091	???????????? ICT??????????????? ??????????? ????????	ja	Yes	Information Security Manager	Security DM	Security	Manager	0.85
2092	???????????? ??	ja	Yes	Innovation Manager				1
2093	???????	ja	Yes	Information Technology Engineer				1
2094	??????	ja	Yes	Information Technology Generalist				1
2095	?????? TCR	ja	No					
2096	???????TCR	ja	No					
2097	?????? ?????	ja	Yes	Information Technology Generalist				1
2098	?????? ???	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2099	????????????? TCR	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2100	?????? ????	ja	Yes	Information Technology Generalist				1
2101	?????? ????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.93
2102	?????? ??	ja	Yes	Information Technology Generalist				1
2103	?????? ? ???	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2104	?????? ????	ja	Yes	Information Technology Generalist				1
2105	?????? ?????	ja	Yes	Director of Information Technology				1
2106	?????? ??????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2107	?????? ????	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2108	?????? ???	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.98
2109	?????? ?????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2110	?????? ???	ja	Yes	Technology Manager				1
2111	?????? ?????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.92
2112	??????/????/??????	ja	Yes	Information Security Analyst	Security User	Security	Entry	0.7
2113	?????????????	ja	Yes	Director of Information Technology	Information Technology DM	Information Technology	Director	1
2114	??????????	ja	Yes	Information Technology Generalist				1
2115	?????????? IT???????	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
2116	?????????? ???	ja	Yes	Information Technology Generalist				1
2117	???????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2118	??????????????	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2119	?????????	ja	Yes	Information Technology Generalist				1
2120	?????????? ???	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2121	????????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2122	?????????? ??DX??? ????	ja	Yes	Information Technology Manager				1
2123	???????????? TCR	ja	Yes	Information Technology Generalist				1
2124	???????	ja	Yes	Information Technology Generalist				1
2125	????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2126	???????	ja	No					
2127	??????? ????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2128	??????? ??	ja	Yes	Information Technology Generalist				1
2129	??????? ?????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2130	??????? ??	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2131	??????? ?? TCR	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2132	??????? ????	ja	Yes	Information Technology Manager				1
2133	????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2134	?????????	ja	Yes	Information Technology Administrator				1
2135	????????	ja	Yes	Information Technology Generalist				1
2136	?????????TCR	ja	Yes	Information Technology Generalist				1
2137	???????? ??????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2138	?????????	ja	Yes	Information Technology Generalist				1
2139	????????? TCR	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2140	????????G GL	ja	Yes	Information Technology Generalist				0.91
2141	????????? ????	ja	Yes	Information Technology Generalist				1
2142	????????	ja	Yes	Information Technology Generalist				1
2143	??????????????????????????????? ???????	ja	Yes	Information Technology Security Specialist	Security User	Security	Entry	0.85
2144	???????? IT???	ja	Yes	Technology Development Engineer				1
2145	???????? ?????????? ?????	ja	Yes	Quality Assurance Engineer				1
2146	?????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2147	??????????? ??	ja	Yes	Development Manager	Developer DM	Developer	Manager	1
2148	?????????	ja	Yes	Information Technology System Administrator	Information Technology User	Information Technology	Entry	1
2149	????????? MC	ja	Yes	Information Technology Administrator				1
2150	????????? ?????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2151	????????? ???????	ja	Yes	System Administrator				1
2152	???????	ja	Yes	Information Technology Generalist				1
2153	??????? TCR	ja	Yes	Information Technology Generalist				1
2154	??????? ???????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2155	??????? ??	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2156	??????? ???????	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2157	??????? ????????	ja	Yes	Information Technology Generalist				0.9
2158	??????? ??	ja	Yes	Information Technology Generalist				1
2159	??????? ?1???? ?????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.92
2160	??????? ??	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.99
2161	??????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.99
2162	??????? ?? TCR	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.99
2163	???????????TCR	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.99
2164	??????? ?????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2165	"???????, ??"	ja	Yes	System Administrator				0.97
2166	????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2167	?????????	ja	Yes	Technology Manager				1
2168	???????	ja	Yes	Information Technology Generalist				1
2169	??????? TCR	ja	Yes	Information Technology Generalist				1
2170	????????TCR	ja	Yes	Information Technology Generalist				1
2171	??????? ?????????? ?????	ja	Yes	Infrastructure Manager	Information Technology DM	Information Technology	Manager	0.85
2172	??????? ???????????????????	ja	Yes	Information Technology Manager				1
2173	??????? ??????IT???	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2174	??????? ????????	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
2175	??????? ????????	ja	Yes	Information Technology Generalist				1
2176	??????? ??????????	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2177	??????? ?????? ??	ja	Yes	Information Manager				1
2178	??????? ?????????	ja	Yes	Information Technology Generalist				1
2179	??????? ??????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2180	??????? ???????????	ja	Yes	Information Technology Generalist				1
2181	??????? ???	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2182	??????? ?????	ja	Yes	Information Technology Generalist				1
2183	??????? ??????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2184	??????? ???????	ja	Yes	Information Technology Generalist				1
2185	??????? ??	ja	Yes	System Administrator				1
2186	??????? ??	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2187	??????? ????????	ja	Yes	Information Technology Generalist				0.9
2188	??????? ???	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2189	??????? ??	ja	Yes	Information Manager				1
2190	??????? ????? ??????????	ja	No					
2191	????? ??	ja	Yes	Information Technology Manager				1
2192	?????/????	ja	Yes	Information Technology Manager				1
2193	???????? ???????? ADM??? EGM???? ??	ja	Yes	Innovation Manager				0.95
2194	"????????, ??"	ja	Yes	Innovation Manager	Product Management DM	Product Management	Manager	0.99
2195	???????	ja	Yes	Investment Banking Analyst				1
2196	???	ja	Yes	Corporate Board Member				1
2197	???? ??????	ja	Yes	Finance Specialist				1
2198	????	ja	Yes	Investment Banking Analyst	Accounting and Finance User	Accounting and Finance	Entry	1
2199	???-?TCR	ja	Yes	Information Technology Manager				1
2200	?????TCR	ja	No					
2201	?? / -	ja	Yes	Information Technology Manager				1
2202	?? TCR	ja	Yes	Information Technology Manager				1
2203	???TCR	ja	Yes	Information Technology Manager				1
2204	?? ???????	ja	Yes	Information Technology Manager				1
2205	?? ??????	ja	Yes	Executive				1
2206	??/STAFF	ja	Yes	Office Worker				1
2207	??/??????????????????????????????????????????????????????		No					0
2208	??_TCR		No					0
2209	???TCR		No					0
2210	??TCR		No					0
2211	????????		No					0
2212	????		No					0
2213	?????	ja	Yes	Director of Information Technology				1
2214	???	ja	Yes	Information Technology Generalist				1
2215	????? ???????????		No					0
2216	?????	ja	Yes	Director of Business Development				1
2217	????	ja	Yes	Director of Information Technology				1
2218	???	ja	Yes	Information Technology Manager				1
2219	??? TCR	ja	No					
2220	????TCR	ja	No					
2221	???/IT????? ???????????	ja	Yes	Process Specialist				1
2222	???	ja	Yes	Information Technology Manager				1
2223	????	ja	Yes	Information Technology Manager				1
2224	???? TCR	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2225	???? ??????????????????	ja	Yes	Information Technology Manager				1
2226	??????	ja	Yes	Information Technology Manager				1
2227	????	ja	Yes	Information Technology Generalist				1
2228	????	ja	Yes	Director of Business Development				1
2229	???? ??????????	ja	Yes	Information Technology Manager				1
2230	???? ? ????	ja	Yes	Information Technology Manager				1
2231	???? ???	ja	Yes	No suitable match found				0
2232	???? ????	ja	Yes	Sales Manager	Sales DM	Sales	Manager	1
2233	???? ??????	ja	Yes	Sales Manager	Sales DM	Sales	Manager	1
2234	???? ???????????	ja	Yes	Information Technology Manager				1
2235	????	ja	Yes	Research Development Researcher				1
2236	???? TCR	ja	Yes	Director of Education				1
2237	???	ja	Yes	Information Technology Generalist				1
2238	???	ja	Yes	Information Technology Manager				1
2239	???	ja	Yes	Managing Director				1
2240	???	ja	Yes	Performer	Media and Communication User	Media and Communication	Entry	1
2241	????	ja	Yes	Recruiter	Human Resources User	Human Resources	Entry	1
2242	?????	ja	Yes	Recruiter	Human Resources User	Human Resources	Entry	1
2243	?????	ja	Yes	Recruiter	Human Resources User	Human Resources	Entry	1
2244	???	ja	Yes	Business Development Specialist				1
2245	???? ??	ja	Yes	Business Development Specialist				1
2246	??????? ??	ja	Yes	Information Technology Manager				1
2247	???	ja	Yes	Manager Positions				1
2248	?????	ja	Yes	Information Technology Manager				1
2249	??? ?????	ja	Yes	Service Support Manager	Customer Service and Support DM	Customer Service and Support	Manager	0.85
2250	??????? ??	ja	Yes	Business Development Manager	Business Development DM	Business Development	Manager	1
2251	???	ja	Yes	Information Technology Manager				1
2252	???	ja	Yes	Information Technology Manager				1
2253	???	ja	Yes	Information Technology Manager				1
2254	??? ??	ja	Yes	Information Technology Manager				1
2255	??	ja	Yes	Education Professional				1
2256	???????	ja	Yes	Education Professional				1
2257	???	ja	Yes	Education Professional				1
2258	???	zh-Hans	Yes	Education Professional				1
2259	????	ja	Yes	Education Manager				1
2260	??	ja	Yes	School Teacher	Education DM	Education	Senior	1
2261	?? - ??	ja	Yes	School Teacher				1
2262	?? TCR	ja	Yes	School Teacher				1
2263	??	zh-Hant	Yes	School Teacher	Education DM	Education	Senior	1
2264	??	zh-Hans	Yes	Professor	Education DM	Education	Senior	1
2265	?? ??????????????? ??(??)	ja	Yes	Cyber Security Manager	Security DM	Security	Manager	1
2266	???	ja	Yes	University Professor	Education DM	Education	Senior	1
2267	??	zh-Hans	No					
2268	?????	zh-Hans	Yes	Education Professional				1
2269	??ICT ????	ja	Yes	Education Professional				0.96
2270	?????????	ja	Yes	Education Professional	Education User	Education	Entry	1
2271	????? ????	ja	Yes	Education Administrator	Education DM	Education	Senior	0.98
2272	???? ??????	ja	Yes	Education Manager	Education DM	Education	Manager	1
2273	?????	ja	Yes	Education Professional				1
2274	????? ICT?????	ja	Yes	Education Manager				1
2275	?????	ja	Yes	Education Professional	Education User	Education	Entry	1
2276	????	ja	No					
2277	????	zh-Hans	Yes	Education Professional				1
2278	?????	ja	Yes	Education Professional				1
2279	???	zh-Hans	Yes	School Teacher	Education DM	Education	Senior	1
2280	????	ja	Yes	Education Professional				1
2281	???	ja	Yes	Education Manager				1
2282	??	ja	Yes	School Teacher	Education DM	Education	Senior	1
2283	?????•ICT ??	ja	Yes	Education Professional				1
2284	??/???	ja	Yes	School Teacher	Education DM	Education	Senior	1
2285	???	ja	Yes	Mechanic and Maintenance Tradesperson	Operations DM	Operations	Senior	1
2286	????	ja	Yes	Medical Practitioner	Healthcare Services DM	Healthcare Services	Senior	1
2287	???	ja	Yes	Food Service Professional	Customer Service and Support User	Customer Service and Support	Entry	1
2288	???	ja	Yes	Food Service Professional	Customer Service and Support User	Customer Service and Support	Entry	1
2289	??? ????? ?? ???	ja	Yes	Sales Purchasing	Purchasing User	Purchasing	Entry	0.7
2290	????? ???? ? ???	ja	Yes	Administrative Employee	Operations User	Operations	Entry	0.85
2291	????????	ja	Yes	Business Development Specialist	Business Development User	Business Development	Entry	1
2292	??????????????	ja	Yes	Director of Business Development	Business Development DM	Business Development	Director	1
2293	??????????????	ja	Yes	Business Development Manager	Business Development DM	Business Development	Manager	1
2294	??????????	ja	Yes	Director of Business Development	Business Development DM	Business Development	Director	1
2295	??????SEC ??	ja	Yes	Business Development Manager	Business Development DM	Business Development	Manager	1
2296	???????	ja	Yes	Business Owner				1
2297	?????	ja	Yes	Business Development Specialist				1
2298	??????	ja	Yes	Business Development Specialist	Business Development User	Business Development	Entry	1
2299	?????? ??????	ja	Yes	Business Development Manager	Business Development DM	Business Development	Manager	1
2300	???????PPA???????	ja	Yes	Business Development Manager	Business Development DM	Business Development	Manager	1
2301	??????/????	ja	Yes	Research Development Researcher				1
2302	????????????	ja	Yes	Business Development Manager	Business Development DM	Business Development	Manager	1
2303	????	ja	Yes	Facilities Manager	Customer Service and Support DM	Customer Service and Support	Manager	1
2304	???	ja	Yes	Facilities Manager	Customer Service and Support DM	Customer Service and Support	Manager	1
2305	?????	ja	Yes	School Teacher	Education DM	Education	Senior	1
2306	??? ?????? ? ???	ja	Yes	Sales Employee	Sales User	Sales	Entry	0.75
2307	??	ja	Yes	Production Crew				1
2308	????	ja	Yes	Digital Art Director				1
2309	??? ??	ja	Yes	Education Manager				1
2310	??	ja	Yes	Administrative Employee	Operations User	Operations	Entry	1
2311	???	ja	Yes	Director of Administration				1
2312	????????? DX????	ja	Yes	Digital Manager	Media and Communication DM	Media and Communication	Manager	1
2313	???????	ja	Yes	Chief Operations Officer	Operations CXO	Operations	CXO	1
2314	???????	ja	Yes	Information Technology Administrator				1
2315	???????	ja	Yes	Chief Executive Officer				1
2316	???????	ja	Yes	Information Technology Manager				1
2317	???????	ja	Yes	Chief Executive Officer	Business Development CXO	Business Development	CXO	1
2318	???????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2319	???????	ja	Yes	Chief Product Officer	Product Management CXO	Product Management	CXO	1
2320	?????	ja	Yes	Medical Manager				1
2321	?? ?????	ja	Yes	Chief Executive Officer				1
2322	?? ??????CEO	ja	Yes	Chief Executive Officer	Business Development CXO	Business Development	CXO	1
2323	?? ?????????? ?????	ja	Yes	Head of Information Services	Research DM	Research	Manager	0.85
2324	?? ?????	ja	Yes	Business Planner	Business Development DM	Business Development	Senior	1
2325	?????????? ???????	ja	Yes	Chief Information Officer	Information Technology CXO	Information Technology	CXO	0.85
2326	???	ja	Yes	Director of Business Development				1
2327	??? DRM??????? ?????????	ja	Yes	Architecture Manager				1
2328	??? TCR	ja	Yes	Administration Manager				1
2329	??? ??	ja	Yes	Director of Business Development				1
2330	???/????????	ja	Yes	Digital Manager	Media and Communication DM	Media and Communication	Manager	1
2331	???/???????	ja	Yes	Information Technology Manager				1
2332	???/??/??????	ja	Yes	Director of Business Development				1
2333	??????	ja	Yes	Director of Business Development				1
2334	????	ja	Yes	Director of Business Development				1
2335	?????	ja	Yes	Director of Information Technology				1
2336	?????	ja	Yes	Information Technology Generalist				1
2337	????????????? ??	ja	Yes	Information Technology Generalist				0.98
2338	???? ????	ja	Yes	Director of Information Technology				1
2339	???????	ja	Yes	Construction Engineer				1
2340	???? ???? ?????	ja	Yes	Sales Director	Sales DM	Sales	Director	0.85
2341	?????? ?????? ????? ? ??????	ja	Yes	Operations Manager	Operations DM	Operations	Manager	0.75
2342	??????? ??????&AMP;????????	ja	Yes	Information Technology Security Specialist				1
2343	?? IT ????????	ja	No					
2344	???? ???? ?? ???	ja	Yes	Chief Sales Officer	Sales CXO	Sales	CXO	0.9
2345	??? ???? ?? ???	ja	Yes	Administrative Employee	Operations User	Operations	Entry	0.85
2346	???	ja	Yes	Dietitian	Healthcare Services DM	Healthcare Services	Senior	1
2347	??	ja	Yes	Partner				1
2348	???????????	ja	Yes	Equity Research Analyst	Accounting and Finance User	Accounting and Finance	Entry	1
2349	????KMS CTO	ja	Yes	Chief Technology Officer	Information Technology CXO	Information Technology	CXO	1
2350	?????????????	ja	No					
2351	??????????????????? ???????	ja	Yes	Information Technology Generalist				1
2352	????????? ???????	ja	Yes	Information Technology Generalist				0.98
2353	????????????????  IT???	ja	Yes	Director of Business Operations	Operations DM	Operations	Director	0.75
2354	???? ??????? ???? ???	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.85
2355	??	ja	Yes	Research Employee				1
2356	???	ja	Yes	Research Employee				1
2357	??? ?????	ja	Yes	Market Research Manager				0.91
2358	????????????????	ja	Yes	Technology Consultant				1
2359	?????	ja	Yes	Operations Manager	Operations DM	Operations	Manager	1
2360	????????	ja	Yes	Assistant	Operations User	Operations	Entry	1
2361	???????? ???	ja	Yes	Vice President Support Services	Customer Service and Support DM	Customer Service and Support	VP	0.6
2362	??????????? TCR	ja	Yes	Engineer				1
2363	???????????????????? ???????	ja	Yes	Project Manager	Program and Project Management DM	Program and Project Management	Manager	1
2364	??????? ??	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2365	??????	ja	Yes	Executive	Business Development CXO	Business Development	CXO	1
2366	???	ja	Yes	Office Worker				1
2367	?????	ja	Yes	Administration Manager				1
2368	????	ja	Yes	Business Development Specialist				1
2369	????? ??	ja	Yes	Vice President of Business Development	Business Development DM	Business Development	VP	1
2370	??????? ??	ja	Yes	Business Development Manager	Business Development DM	Business Development	Manager	1
2371	????? ??	ja	Yes	Business Development Specialist				1
2372	????	ja	Yes	Business Development Specialist				1
2373	????	ja	Yes	Business Development Specialist				1
2374	?????IT???? IT??? AFR????	ja	Yes	Director of Information Technology	Information Technology DM	Information Technology	Director	0.75
2375	??????? ????	ja	Yes	Business Development Specialist				1
2376	??????? ??????????	ja	Yes	Information Technology Generalist				1
2377	????	ja	Yes	Administrative Employee				1
2378	????? ????	ja	Yes	Administration Manager				1
2379	???	ja	Yes	Information Technology Generalist				1
2380	????	ja	Yes	Operations Manager	Operations DM	Operations	Manager	1
2381	??? ???????	ja	Yes	Information Technology Generalist				1
2382	??? ??	ja	Yes	Operations Manager				1
2383	??? ?????	ja	Yes	Information Technology Manager				0.9
2384	???????????????? ?????	ja	Yes	Risk Management Specialist				1
2385	????	ja	Yes	Operations Manager	Operations DM	Operations	Manager	1
2386	????	ja	No					
2387	???????? ??????	ja	Yes	Innovation Manager	Product Management DM	Product Management	Manager	1
2388	??SI??? ????	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.85
2389	????	ja	Yes	Administrative Employee				1
2390	?????  ??	ja	Yes	Computer Aided Design Manager				1
2391	????? TCR	ja	Yes	Architect				1
2392	???????	ja	Yes	Engineer				1
2393	????????	ja	Yes	Technician				1
2394	?????????	ja	Yes	Machine Learning Engineer	Data Professional User	Data Professional	Entry	1
2395	?????????	ja	Yes	Engineer	Engineering User	Engineering	Entry	1
2396	?????????????????????? ???????	ja	Yes	Business Development Specialist				1
2397	??????? ?????	ja	Yes	Information Technology Manager				1
2398	????? ???? ????????????? ?????????? ??	ja	Yes	Engineering Manager				1
2399	?????????? ??	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2400	??????? / ??	ja	Yes	Sales Employee				1
2401	?? DX????	ja	Yes	Digital Director	Media and Communication DM	Media and Communication	Director	1
2402	?? IOT???????	ja	Yes	Director of Information Technology				1
2403	?? ?????	ja	Yes	Information Technology Manager				1
2404	?? ??????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2405	?? ? ??????????IT???????	ja	Yes	Information Technology Manager				1
2406	?? ? ????????????	ja	Yes	Information Technology Manager				1
2407	?? ? ??	ja	Yes	Director of Information Technology				1
2408	?? ?????	ja	Yes	Information Technology Manager				1
2409	?? ???? ??	ja	Yes	Information Technology Manager				1
2410	??IT??	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2411	??SE	ja	Yes	Software Engineer	Engineering User	Engineering	Entry	0.9
2412	????	ja	Yes	Software Engineer	Engineering User	Engineering	Entry	0.9
2413	??SE TCR	ja	Yes	Technology Development Engineer	Engineering User	Engineering	Entry	0.85
2414	????????/??	ja	Yes	Information Technology Administrator				1
2415	???????	ja	Yes	Engineer	Engineering User	Engineering	Entry	0.97
2416	?????????	ja	Yes	Consultant	Business Development DM	Business Development	Senior	0.97
2417	??????	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	1
2418	???????????	ja	Yes	Engineer				1
2419	??????????? TCR	ja	Yes	System Administrator				1
2420	????????	ja	Yes	System Administrator	Information Technology DM	Information Technology	Senior	1
2421	????????	ja	Yes	System Administrator				1
2422	????????	ja	Yes	System Administrator	Information Technology DM	Information Technology	Senior	1
2423	???ID/DX????	ja	Yes	Director of User Experience	Information Technology DM	Information Technology	Director	0.7
2424	????????	ja	Yes	Information Technology Generalist				1
2425	?????????	ja	Yes	Contract Worker	Other User	Other	Entry	1
2426	?? TCR	ja	No					
2427	?? ?????	ja	Yes	Engineer	Engineering User	Engineering	Entry	1
2428	?? ??	ja	Yes	Information Technology Manager				1
2429	?? ??	ja	Yes	Professor				1
2430	?? ??	ja	No					
2431	??	ja	Yes	Principal				1
2432	??/?????	ja	Yes	Chief Executive Officer	Business Development CXO	Business Development	CXO	1
2433	?????	ja	Yes	President				1
