Lead ID	Job Title	Language	Valid JT	Job Role	Marketing Audience	Function	Seniority	Confidence Score
108	DX技術推進担当	ja	Yes	Information Technology Generalist				1
109	"director, 営業/ビジネス ディベロップメント"	ja	Yes	Director of Business Development	Business Development DM	Business Development	Director	1
110	DX担当 TCR	ja	Yes	Digital Media Specialist				1
111	DX担当　TCR	ja	Yes	Digital Media Specialist				1
112	DX担当者	ja	Yes	Digital Media Specialist				1
113	DX推進	ja	Yes	Information Technology Generalist				1
114	ＤＸ推進	ja	Yes	Information Technology Generalist				1
115	DX推進 部長	ja	Yes	Information Technology Manager				1
116	DX推進エージェント	ja	Yes	Information Technology Generalist				1
117	DX推進グループ	ja	Yes	Information Technology Generalist				1
118	DX推進グループ長	ja	Yes	Information Technology Manager				1
119	DX推進コンサルタント/DXMO	ja	Yes	Information Technology Generalist				1
120	DX推進スタッフ	ja	Yes	Information Technology Generalist				1
121	DX推進センター	ja	Yes	Information Technology Generalist				1
122	DX推進チーム	ja	Yes	Information Technology Generalist				1
123	DX推進チーム　アドバイザー	ja	Yes	Information Technology Generalist				1
124	DX推進リーダー	ja	Yes	Information Technology Manager				1
125	DX推進事業部	ja	Yes	Information Technology Generalist				1
126	DX推進企画	ja	Yes	Information Technology Generalist				1
127	DX推進室	ja	Yes	Information Technology Generalist				1
128	ＤＸ推進室	ja	Yes	Information Technology Generalist				1
129	DX推進室 DX推進グループ	ja	Yes	Information Technology Generalist				1
130	DX推進室　主任	ja	Yes	Information Technology Generalist				1
131	DX推進室 室長	ja	Yes	Information Technology Manager				1
132	DX推進室　室長	ja	Yes	Information Technology Manager				1
133	DX推進室　推進2課 一般社員	ja	Yes	Marketing Specialist				1
134	DX推進室サービスリード	ja	Yes	Service Delivery Specialist				1
135	DX推進室副室長	ja	Yes	Information Technology Manager				1
136	DX推進室室長	ja	Yes	Information Technology Manager				1
137	DX推進室長	ja	Yes	Information Technology Manager				1
138	DX推進専門官	ja	Yes	Information Technology Generalist				1
139	DX推進局	ja	Yes	Information Technology Generalist				1
140	DX推進局 ICTエンジニアリング部 主任	ja	Yes	Information Technology Generalist				0.98
141	DX推進担当	ja	Yes	Information Technology Generalist				1
142	DX推進担当部長	ja	Yes	Information Technology Manager				1
143	DX推進支援	ja	Yes	Information Technology Generalist				1
144	DX推進本部	ja	Yes	Information Technology Generalist				1
145	DX推進本部 DX横断企画室 エキスパート	ja	Yes	Information Technology Generalist				1
146	DX推進本部 IT業務推進部	zh-Hant	Yes	Information Technology Generalist				1
147	DX推進本部長	ja	Yes	Information Technology Manager				1
148	ＤＸ推進本部長	ja	Yes	Information Technology Manager				1
149	DX推進統括 取締役	ja	Yes	Director of Information Technology				1
150	DX推進者	ja	Yes	Information Technology Generalist				1
151	DX推進課	ja	Yes	Information Technology Generalist				1
152	DX推進部	ja	Yes	Information Technology Manager				0.94
153	ＤＸ推進部	ja	Yes	Information Technology Manager				0.94
154	DX推進部　	ja	Yes	Information Technology Manager				0.94
155	DX推進部 システム担当者	ja	Yes	Information Technology Generalist				1
156	DX推進部　先進ITグループ長	ja	Yes	Information Technology Manager				1
157	DX推進部 部長	ja	Yes	Information Technology Manager				1
158	DX推進部 開発グループ	ja	Yes	Developer				1
159	ＤＸ推進部システム開発統制 副調査役	ja	Yes	Information Technology Generalist				0.99
160	ＤＸ推進部チーフエンジニア	ja	Yes	Information Technology Generalist				1
161	DX推進部長	ja	Yes	Information Technology Manager				1
162	DX推進部長 兼 DX推進部 DXグループ　グループリーダー	ja	Yes	Information Technology Manager				1
163	DX推進部長 兼 IT統括部主席部員	zh-Hant	Yes	Information Technology Generalist				1
164	DX支援（派遣社員）	ja	Yes	Contract Worker				1
165	DX本部	ja	No					
166	DX本部 IT事業部	ja	Yes	Information Technology Generalist				1
167	DX本部　アーキテクト	ja	Yes	Information Technology Generalist				1
168	DX業務	ja	Yes	Information Technology Generalist				1
169	DX経営戦略部	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.7
170	DX統括課	ja	Yes	Information Technology Administrator				1
171	DX統括部　課長補佐	ja	Yes	Information Technology Manager				0.98
172	DX責任者	ja	Yes	Digital Manager	Media and Communication DM	Media and Communication	Manager	1
173	DX部	zh-Hans	No					
174	DX部門	ja	Yes	Information Technology Generalist				1
175	DX開発	ja	Yes	Developer	Developer User	Developer	Entry	1
176	DX関連	ja	No					
177	E&M第二事業統括部スマート保全推進グループ なし	ja	Yes	Conservationist				0.96
178	EB DXソリューション２部	ja	Yes	Information Technology Generalist				1
179	EC 通販ｼｽﾃﾑ担当 ﾏﾈｰｼﾞｬｰ	fr	Yes	eCommerce Manager				1
180	ECBU クラウドIOT カンパニー エッジクラウドソリューション部 セールス2グループ グループリーダー	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.75
181	ECBU クラウドIOT カンパニー エッジクラウドソリューション部 セールスグループ 部長代理	ja	Yes	Sales Director	Sales DM	Sales	Director	0.85
182	ECM部 エンジニアリングシステム4課	ja	Yes	Information Technology Generalist				1
183	ＥＣサイト管理者	ja	Yes	eCommerce Specialist	Sales User	Sales	Entry	1
184	ECサイト運営	ja	Yes	eCommerce Specialist	Sales User	Sales	Entry	1
185	ECシステムエンジニアリング部門 EC開発-C グループ長	ja	Yes	Information Technology Generalist				0.91
186	EC事業課 責任者	ja	Yes	eCommerce Manager	Sales DM	Sales	Manager	1
187	ＥＣ事業部システムチーム 課長	ja	Yes	Information Technology Manager				1
188	EC担当	ja	Yes	eCommerce Specialist	Sales User	Sales	Entry	1
189	EC推進部	ja	Yes	eCommerce Specialist				1
190	EC運営	ja	Yes	eCommerce Specialist	Sales User	Sales	Entry	1
191	EC運営事務局	ja	Yes	eCommerce Specialist				1
192	"EP事業ユニットシステム開発部, 副主査"	ja	Yes	Developer				0.99
193	ERP シニアマネージャー	ja	Yes	Information Technology Manager				1
194	ERP 開発者	ja	Yes	Developer	Developer User	Developer	Entry	1
195	ERPソリューションユニット アソシエイトマネージャー	ja	Yes	Engineer				1
196	ERPソリューション事業部ERP営業部	ja	Yes	Engineer				1
197	ES1 マネージャー	ja	Yes	Information Technology Manager				1
198	ESG推進	ja	Yes	Environmental Specialist	Community and Social Services User	Community and Social Services	Entry	1
199	ESG推進室	ja	Yes	Environmental Specialist	Community and Social Services User	Community and Social Services	Entry	1
200	"ES事業部共通システムグループ, シニアチーフ"	ja	Yes	Information Technology Manager				0.98
201	EXPERT / エキスパート	ja	Yes	Infrastructure Engineer				1
202	EXPERT ENGINEER(エキスパートエンジニア)	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	1
203	EXPERT STAFF(エキスパートスタッフ)	ja	Yes	Information Technology Generalist				1
204	EX推進部	ja	Yes	Information Technology Generalist				1
205	Eコマーススペシャリスト	ja	Yes	eCommerce Specialist	Sales User	Sales	Entry	1
206	Ｅコマース推進部	ja	Yes	eCommerce Specialist				1
207	Eコマース推進部 WEB管理グループ 次長	ja	Yes	Director of eCommerce	Sales DM	Sales	Director	1
208	E-ビジネスサービスカンパニー DX事業部 事業部長	ja	Yes	Information Technology Manager				1
209	FAシステム事業本部	ja	Yes	Business Development Specialist				1
210	FAシステム事業本部 FAデジタルエンジニアリング推進部 デジタルマニュファクチャリングソリューションセンター アプリケーション開発グループ	ja	Yes	Mechanic and Maintenance Tradesperson				1
211	ＦＡ推進室長	ja	Yes	Consultant				1
212	FBSC CC部基幹システム系業務主管担当	ja	Yes	Consultant				1
213	FBデータシステム事業部	ja	Yes	Data Specialist				1
214	FE/BE マネージャー	ja	Yes	Web Development Manager	Developer DM	Developer	Manager	0.85
215	FITSPLUS WEBエンジニア	ja	Yes	Web Developer	Developer User	Developer	Entry	1
216	FLUCT 開発部	ja	Yes	Development Manager	Developer DM	Developer	Manager	0.92
217	FMソリューション部	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.7
218	FORXAI事業統括部 AI技術開発部 第1グループ アシスタントマネジャー	ja	Yes	Manager of Artificial Intelligence	Data Professional DM	Data Professional	Manager	1
219	GIGA STUDX推進チーム	ja	Yes	Marketing Specialist	Marketing User	Marketing	Entry	1
220	IT 運用サービス	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
221	IT 部長（旧： IT 部アプリケーショングループ長）	ja	Yes	Director of Information Technology	Information Technology DM	Information Technology	Director	0.85
222	IT 開発担当責任者	ja	Yes	Information Technology Manager				1
223	IT 開発者	ja	Yes	Technology Development Engineer				1
224	IT＆DX担当	ja	Yes	Information Technology Generalist				1
225	IT＆ソリューション部  情報システムセンター　ビジネスアプリケーション室 アプリケーション開発グループ	ja	Yes	Information Technology Manager				1
226	ＩＴ＆デジタル革新推進部	ja	Yes	Information Technology Generalist				1
227	IT＆デジタル革新推進部 係長・主任クラス	ja	Yes	Technology Development Engineer				0.95
228	"IT, マネージャー"	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
229	IT、DX推進	ja	Yes	Information Technology Generalist				1
230	IT、デジタル全て	ja	Yes	Information Technology Generalist				1
231	IT/IS部コーポレートエンジニア	ja	Yes	Information Technology Generalist				1
232	IT/インフラ担当 (情報基盤、IT基盤)	ja	Yes	Information Technology Generalist				0.91
233	IT/インフラ担当 (情報基盤、IT基盤)_TCR	ja	Yes	Information Technology Manager				1
234	IT/システム担当TCR	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
235	IT・DX推進室 副部長	ja	Yes	Information Technology Manager				1
236	IT・システム企画部	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
237	IT・システム部 部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
238	IT・デジタル	ja	Yes	Information Technology Generalist				1
239	IT・企画	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
240	"IT・通信, 情報処理業"	ja	Yes	Information Technology Generalist				1
241	IT1エンジニア	ja	Yes	Engineer				1
242	IT-AI 推進室	ja	Yes	Artificial Intelligence Engineer				1
243	ITCLOUD運用エンジニア	ja	Yes	Cloud Engineer	Engineering User	Engineering	Entry	0.85
244	ITC担当	ja	Yes	Information Technology Generalist				1
245	ITI DIV 本部長	ja	Yes	Information Technology Manager				0.94
246	ITMS本部ITソリューション事業部総合技術部クラウドサービス課	ja	Yes	No suitable match found				0
247	ITOC事業部 MBS部 課長クラス	ja	Yes	Information Technology Manager				0.92
248	ITOC事業部 一般社員・職員	ja	Yes	Office Worker				0.95
249	ITOC事業部 課長クラス	ja	Yes	Operations Manager	Operations DM	Operations	Manager	0.75
250	IT-OTイノベーション本部	ja	Yes	3D Artist				1
251	ITS 主査	ja	Yes	Information Technology Generalist				1
252	ITS推進室 室長	ja	Yes	Information Technology Manager				1
253	ITS第二グループ チーフ	ja	Yes	Chief Executive Officer				1
254	ITアーキテクト	ja	Yes	Information Technology Generalist				1
255	ＩＴアーキテクト	ja	Yes	Information Technology Generalist				1
256	ITアーキテクト、プロジェクトマネージャ	ja	Yes	Information Technology Architecture Manager	Architect DM	Architect	Manager	1
257	ITアーキテクト・エキスパート	ja	Yes	Information Technology Architect	Architect DM	Architect	Senior	1
258	ITアーキテクト・セキュリティエンジニア	ja	Yes	Senior Security Architect	Security DM	Security	Senior	1
259	ITアーキテクト部 一般社員・職員	ja	Yes	Information Technology Generalist				1
260	ITアークテクト	ja	Yes	Information Technology Generalist				1
261	ITアカウント	ja	Yes	Information Technology Generalist				1
262	ITアドバイザ	ja	Yes	Information Technology Consultant	Information Technology DM	Information Technology	Senior	1
263	ITアドバイザー	ja	Yes	Information Technology Consultant	Information Technology DM	Information Technology	Senior	1
264	ITアドミニストレータ	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
265	ITアナリスト	ja	Yes	Information Technology Analyst	Information Technology User	Information Technology	Entry	1
266	ITインストラクター	ja	Yes	Technology Instructor	Education DM	Education	Senior	1
267	ITインテグレーション部	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	0.7
268	ITインテグレーション部企画課 マネージャー	ja	Yes	Information Technology Manager				1
269	ITインフラ	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
270	ITインフラ・トランジション担当 参事	ja	Yes	Information Technology Manager				1
271	ITインフラG	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
272	ITインフラアーキテクト (インフラ設計者)	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	0.94
273	ITインフラエンジニア	ja	Yes	Information Technology Generalist				1
274	ITインフラサービス一部 一般社員・職員	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	0.85
275	ITインフラサポート	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
276	ITインフラストラクチャ・スペシャリスト	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
277	ITインフラスペシャリスト	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
278	ＩＴインフラセキュリティサポート本部 部長クラス	ja	Yes	Information Technology Security Manager				0.94
279	ITインフラマネージャ	ja	Yes	Information Technology Security Manager				1
280	ITインフラ保守	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
281	ITインフラ基盤	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
282	ITインフラ担当	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
283	ITインフラ整備	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
284	ITインフラ構築	ja	Yes	Infrastructure Engineer				1
285	ITインフラ構築及びサービス	ja	Yes	Infrastructure Engineer				1
286	ITインフラ管理者	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
287	ITインフラ設計	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
288	ITインフラ課　主任	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
289	ITインフラ課 課長	ja	Yes	Infrastructure Manager	Information Technology DM	Information Technology	Manager	1
290	ITインフラ運用	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
291	ITインフラ運用保守	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
292	ITインフラ運用管理	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
293	ITインフラ部	ja	Yes	Infrastructure Manager	Information Technology DM	Information Technology	Manager	0.7
294	ITインフラ関係	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
295	ITエキスパート	ja	Yes	Information Technology Generalist				1
296	ITエンジニア	ja	Yes	Engineer				1
297	ＩＴエンジニア	ja	Yes	Engineer				1
298	ITエンジニア その他	ja	Yes	Engineer				1
299	ITエンジニア 一般社員	ja	Yes	Information Technology Engineer				1
300	ITエンジニア 主任／係長クラス	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.92
301	ITエンジニア 契約社員	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	1
302	ITエンジニア 役員クラス	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	0.92
303	ITエンジニア 本部長クラス	ja	Yes	Technology Manager	Information Technology DM	Information Technology	Manager	0.96
304	ITエンジニア 派遣社員	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	1
305	ITエンジニア 経営者	ja	Yes	Engineering Manager				1
306	ITエンジニア 課長クラス	ja	Yes	Technology Manager				0.9
307	ITエンジニア 部長クラス	ja	Yes	Technology Manager	Information Technology DM	Information Technology	Manager	0.96
308	ITエンジニア・部長	ja	Yes	Technology Manager				1
309	ITエンジニアリング	ja	Yes	Engineer				1
310	ITエンジニア営業サポート	ja	Yes	Engineer				1
311	ITエンジニニア	ja	Yes	Engineer				1
312	ITオペレーション	ja	Yes	Information Technology Generalist				1
313	ITオペレーショングループ	ja	Yes	Information Technology Generalist				1
314	ITオペレーター	ja	Yes	Information Technology Generalist				1
315	ITカスタマーサービス	ja	Yes	Customer Service Specialist	Customer Service and Support User	Customer Service and Support	Entry	1
316	ITガバナンス	ja	Yes	Information Technology Generalist				1
317	ITガバナンスグループ長	ja	Yes	Information Technology Manager				1
318	ITグループ	ja	Yes	Information Technology Generalist				1
319	ITグループ長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
320	ITコーディネータ	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
321	ＩＴコーディネータ	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
322	ITコーディネーター	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
323	ＩＴコーディネーター	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
324	ITコンサル	ja	Yes	Information Technology Consultant	Information Technology DM	Information Technology	Senior	1
325	ITコンサルタント	ja	Yes	Information Technology Generalist				1
326	ＩＴコンサルタント	ja	Yes	Information Technology Generalist				1
327	ITコンサルタント 代表取締役	ja	Yes	Chief Executive Officer				1
328	ITコンサルティング	ja	Yes	Information Technology Consultant	Information Technology DM	Information Technology	Senior	1
329	ITコンサルティング事業部	ja	Yes	Information Technology Consultant	Information Technology DM	Information Technology	Senior	1
330	ITコンサルティング担当 エンジニア	ja	Yes	Information Technology Consultant	Information Technology DM	Information Technology	Senior	1
331	ITコンサルティング業	ja	Yes	Information Technology Consultant	Information Technology DM	Information Technology	Senior	1
332	ITコンシェルジュ	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
333	ITサービス	ja	Yes	Information Technology Support Specialist				1
334	ＩＴサービス	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	1
335	ITサービス&エンジニアリング事業本部データセキュリティマネジメント担当 医療情報技師	ja	Yes	Engineer				1
336	ITサービス（運用）	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
337	ITサービスG	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	1
338	ITサービスエンジニア	ja	Yes	Information Technology Generalist				1
339	ITサービスオペレーション本部 JAPAN ITサービス部 エンドユーザーアプリケーションオペレーショングループ	ja	Yes	Service Support Manager	Customer Service and Support DM	Customer Service and Support	Manager	0.85
340	ITサービスサポート	ja	Yes	Information Technology Support Specialist				1
341	ITサービスデスク	ja	Yes	Information Technology Help Desk	Information Technology User	Information Technology	Entry	1
342	ITサービスプロバイダー	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	0.97
343	ITサービスマネージャ	ja	Yes	Information Technology Manager				1
344	ITサービスマネージャー	ja	Yes	Information Technology Manager				1
345	ITサービスマネジメント	ja	Yes	Information Technology Support Specialist				1
346	ITサービスマネジャ	ja	Yes	Information Technology Manager				1
347	ITサービス事務	ja	Yes	Information Technology Generalist				1
348	ITサービス事業ユニット プロジェクトマネージャー	ja	Yes	Manager Project Management	Program and Project Management DM	Program and Project Management	Manager	1
349	ITサービス保守	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
350	ITサービス推進	ja	Yes	Information Technology Support Specialist				1
351	ITサービス提供	ja	Yes	Information Technology Support Specialist				1
352	"individual contributor/staff, 営業/ビジネス ディベロップメント"	ja	Yes	Business Development Specialist				1
353	ITサービス管理者	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
354	ITサービス職	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	1
355	ITサービス部	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	0.7
356	ITサービス部 ITインフラチーム	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
357	ITサービス部　インテグレーション担当	ja	Yes	Information Technology Support Specialist				0.98
358	ITサービス部 平社員	ja	Yes	Information Technology Support Specialist				1
359	ITサポーター	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	1
360	ITサポート	ja	Yes	Information Technology Generalist				1
361	ＩＴサポート	ja	Yes	Information Technology Generalist				1
362	ITサポート TCR	ja	Yes	Information Technology Generalist				1
363	ITサポートエンジニア	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	1
364	ITサポートサービス	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	1
365	ITサポートスタッフ	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	1
